Sample	Bin_1_obs	Bin_2_obs	Bin_3_obs	Bin_4_obs	Bin_5_obs	Bin_1_sim	Bin_2_sim	Bin_3_sim	Bin_4_sim	Bin_5_sim	Bin_1_obs_exp_ratio	Bin_2_obs_exp_ratio	Bin_3_obs_exp_ratio	Bin_4_obs_exp_ratio	Bin_5_obs_exp_ratio
DO50395	43	39	25	22	13	37.4	35.55	33.76	30.15	26.76	1.14973262032086	1.09704641350211	0.740521327014218	0.729684908789386	0.485799701046338
DO50396	353	272	209	138	88	235.8	225.16	212.72	193.6	171.67	1.49703138252757	1.20802984544324	0.98251222264009	0.712809917355372	0.512611405603775
DO50398	2212	1774	1319	844	435	1559.88	1507.7	1420.45	1328.06	1167.08	1.4180577993179	1.17662664986403	0.928578971452709	0.635513455717362	0.372725091681804
DO50399	103	77	71	52	35	81.08	76.72	71.6	66.95	59.86	1.27035027133695	1.0036496350365	0.991620111731844	0.776699029126214	0.584697627798196
DO50401	524	482	347	289	191	417.39	398.86	375.24	351.87	304.8	1.25542058985601	1.20844406558692	0.924741498774118	0.821326057919118	0.626640419947507
DO50402	125	113	77	58	30	82.36	78.33	74.59	71.61	63.42	1.51772705196697	1.4426145793438	1.03230996112079	0.809942745426616	0.473036896877956
DO50403	1125	1049	884	778	586	957.62	921.38	873.78	822.56	728.61	1.17478749399553	1.13850962686405	1.01169630799515	0.945827659988329	0.804271146429503
DO50405	153	136	127	89	40	136.68	130.01	121.95	113.41	97.28	1.11940298507463	1.04607337897085	1.04141041410414	0.784763248390794	0.411184210526316
DO50406	6200	5496	4308	3320	1874	4833.82	4637.03	4401.58	4123.16	3672.96	1.28262947317029	1.18524141530247	0.978739452651094	0.805207656263642	0.510215194284719
DO50407	1379	1335	1134	892	512	1174.49	1126.77	1069.7	994.11	873.24	1.17412664220215	1.18480257727842	1.06011031130223	0.89728500870125	0.586322202372773
DO50408	1190	1008	700	556	293	846.89	812.94	766.91	705.64	624.39	1.40514116355135	1.23994390729943	0.912753778148675	0.787937191769174	0.469257995803905
DO50409	140	103	100	82	41	100.6	97.01	91.63	86.43	75.96	1.39165009940358	1.06174621173075	1.09134562916076	0.948744648848779	0.539757767245919
DO50410	405	418	320	257	177	350.2	336.8	319.34	295.66	264.38	1.15648201027984	1.24109263657957	1.00206676269806	0.869241696543327	0.669490884333157
DO50411	3494	3156	2628	2058	1264	2723.86	2632.58	2511.19	2335.99	2089.37	1.28273846673471	1.19882396736282	1.04651579530024	0.880996922075865	0.604967047483213
DO50412	334	274	219	162	107	253.94	241.7	228.32	214.54	184.58	1.31527132393479	1.13363673976003	0.959180098107919	0.755103943320593	0.579694441434608
DO50434	126	102	78	57	31	85.45	79.99	76.47	71.21	65.22	1.47454651843183	1.27515939492437	1.0200078462142	0.800449375087769	0.475314320760503
DO50435	960	804	610	413	255	692.97	665.21	627.99	586.2	511.87	1.38534135676869	1.20864088032351	0.971353047023042	0.704537700443535	0.498173364330787
DO50436	342	256	210	178	97	257.96	245.77	229.43	212.09	186.82	1.3257869437122	1.04162428286609	0.915311859826527	0.839266349191381	0.51921635799165
DO50437	1139	938	766	561	342	857.76	831.67	778.07	731.52	646.79	1.32787726170491	1.12785119097719	0.98448725693061	0.766896325459318	0.528765132423198
DO50438	901	760	586	445	281	657.81	635.35	598.68	553.37	488.28	1.3696964168985	1.196191075785	0.978820070822476	0.804163579521839	0.575489473253052
DO50439	604	529	416	348	217	480.47	455.6	434.13	400.55	360.17	1.25710242054655	1.16110623353819	0.958238315711884	0.868805392585195	0.602493267068329
DO50440	894	773	576	411	190	657.02	628.08	590.71	548.43	484.03	1.36068917232352	1.23073493822443	0.97509776370808	0.749411957770363	0.392537652624837
DO50441	1332	1099	876	635	394	1001.17	959.69	911.39	846.48	743.59	1.33044338124394	1.1451614583876	0.961169203085397	0.750165390794821	0.529861886254522
DO50442	1749	1590	1306	1003	626	1412.89	1352.2	1275.1	1187.96	1051.61	1.23788829986765	1.17586155894099	1.02423339345934	0.844304522037779	0.595277717024372
DO50443	85	64	50	37	41	62.17	58.98	55.75	51.57	46.22	1.36721891587582	1.08511359782977	0.896860986547085	0.71747139809967	0.887061877974903
DO50444	931	813	575	389	198	663.5	633.09	595.09	555.6	489.11	1.40316503391108	1.28417760507985	0.966240400611672	0.700143988480922	0.404816912351005
DO50445	222	178	141	89	50	173.8	167.11	156.43	145.88	128.91	1.27733026467204	1.0651666566932	0.901361631400626	0.610090485330409	0.387867504460476
DO50446	466	382	309	251	162	367.28	352.84	331.01	313.59	274.88	1.26878675669789	1.08264369119147	0.933506540587898	0.800408176281131	0.589348079161816
DO50447	2425	2154	1619	1206	649	1792.61	1727.52	1632.75	1529.34	1355.55	1.35277611973603	1.24687413170325	0.99157862501914	0.788575463925615	0.478772453985467
DO50448	467	394	291	258	130	343.87	330.5	312.21	289.81	260.51	1.35807136417832	1.19213313161876	0.932064956279427	0.890238432076188	0.499021150819546
DO50449	486	422	327	237	137	375.12	356	336.84	315.69	274.94	1.29558541266795	1.18539325842697	0.970787317420734	0.750736481991827	0.498290536116971
DO50450	3056	3287	3035	2825	2152	3196.67	3066.44	2911.5	2711.01	2388.55	0.955994832122177	1.07192705547801	1.04241799759574	1.04204705995183	0.900965020619204
DO50451	659	575	423	331	216	512.42	490.25	460.91	430.47	377.96	1.28605440849303	1.17287098419174	0.917749669132802	0.76892698678189	0.571489046459943
DO50452	4960	4371	3690	2899	1778	3936.2	3725.84	3529.75	3264.7	2859.74	1.26009857222702	1.17315826766581	1.04539981585098	0.8879835819524	0.621734843027688
DO50453	580	478	365	298	180	426.03	408.31	382.14	358.45	312.28	1.36140647372251	1.17067914084886	0.955147328204323	0.831357232528944	0.576405789675932
DO50454	397	363	267	186	118	314.8	296.16	279.04	261.66	229.83	1.26111817026684	1.22568881685575	0.956852064220183	0.710846136207292	0.51342296480007
